iphone-11-pro-max,at-t,iphone-11-pro-max-64gb-at-t,497056-gpid,140,99
iphone-11-pro-max,at-t,iphone-11-pro-max-256gb-at-t,497062-gpid,214,214
iphone-11-pro-max,at-t,iphone-11-pro-max-512gb-at-t,497068-gpid,215,215
iphone-11-pro-max,sprint,iphone-11-pro-max-64gb-sprint,497057-gpid,146,97
iphone-11-pro-max,sprint,iphone-11-pro-max-256gb-sprint,497063-gpid,212,212
iphone-11-pro-max,sprint,iphone-11-pro-max-512gb-sprint,497069-gpid,212,212
iphone-11-pro-max,t-mobile,iphone-11-pro-max-64gb-t-mobile,497058-gpid,137,97
iphone-11-pro-max,t-mobile,iphone-11-pro-max-256gb-t-mobile,497064-gpid,212,212
iphone-11-pro-max,t-mobile,iphone-11-pro-max-512gb-t-mobile,497070-gpid,undefined,212
iphone-11-pro-max,verizon,iphone-11-pro-max-64gb-verizon,497059-gpid,212,212
iphone-11-pro-max,verizon,iphone-11-pro-max-256gb-verizon,497065-gpid,226,226
iphone-11-pro-max,verizon,iphone-11-pro-max-512gb-verizon,497071-gpid,226,226
iphone-11-pro-max,unlocked,iphone-11-pro-max-64gb-unlocked,497060-gpid,211,211
iphone-11-pro-max,unlocked,iphone-11-pro-max-256gb-unlocked,497066-gpid,228,228
iphone-11-pro-max,unlocked,iphone-11-pro-max-512gb-unlocked,497072-gpid,228,228
iphone-11-pro-max,other,iphone-11-pro-max-64gb-other,497061-gpid,204,204
iphone-11-pro-max,other,iphone-11-pro-max-256gb-other,497067-gpid,224,218
iphone-11-pro-max,other,iphone-11-pro-max-512gb-other,497073-gpid,228,218
iphone-11-pro,at-t,iphone-11-pro-64gb-at-t-,497038-gpid,123,88
iphone-11-pro,at-t,iphone-11-pro-256gb-at-t-,497044-gpid,204,204
iphone-11-pro,at-t,iphone-11-pro-512gb-at-t,497050-gpid,204,204
iphone-11-pro,sprint,iphone-11-pro-64gb-sprint-,497039-gpid,123,87
iphone-11-pro,sprint,iphone-11-pro-256gb-sprint,497045-gpid,202,202
iphone-11-pro,sprint,iphone-11-pro-512gb-sprint,497051-gpid,202,202
iphone-11-pro,t-mobile,iphone-11-pro-64gb-t-mobile-,497040-gpid,115,87
iphone-11-pro,t-mobile,iphone-11-pro-256gb-t-mobile,497046-gpid,202,202
iphone-11-pro,t-mobile,iphone-11-pro-512gb-t-mobile,497052-gpid,202,202
iphone-11-pro,verizon,iphone-11-pro-64gb-verizon-,497041-gpid,199,199
iphone-11-pro,verizon,iphone-11-pro-256gb-verizon,497047-gpid,206,206
iphone-11-pro,verizon,iphone-11-pro-512gb-verizon,497053-gpid,206,206
iphone-11-pro,unlocked,iphone-11-pro-64gb-unlocked-,497042-gpid,199,199
iphone-11-pro,unlocked,iphone-11-pro-256gb-unlocked,497048-gpid,207,207
iphone-11-pro,unlocked,iphone-11-pro-512gb-unlocked,497054-gpid,207,207
iphone-11-pro,other,iphone-11-pro-64gb-other-,497043-gpid,166,90
iphone-11-pro,other,iphone-11-pro-256gb-other,497049-gpid,204,204
iphone-11-pro,other,iphone-11-pro-512gb-other,497055-gpid,204,204
iphone-11,at-t,iphone-11-64gb-at-t,497020-gpid,134,134
iphone-11,at-t,iphone-11-128gb-at-t,497026-gpid,137,137
iphone-11,at-t,iphone-11-256gb-at-t,497032-gpid,137,137
iphone-11,sprint,iphone-11-64gb-sprint,497021-gpid,135,135
iphone-11,sprint,iphone-11-128gb-sprint,497027-gpid,136,136
iphone-11,sprint,iphone-11-256gb-sprint,497033-gpid,136,136
iphone-11,t-mobile,iphone-11-64gb-t-mobile,497022-gpid,133,133
iphone-11,t-mobile,iphone-11-128gb-t-mobile,497028-gpid,136,136
iphone-11,t-mobile,iphone-11-256gb-t-mobile,497034-gpid,136,136
iphone-11,verizon,iphone-11-64gb-verizon,497023-gpid,142,142
iphone-11,verizon,iphone-11-128gb-verizon,497029-gpid,144,144
iphone-11,verizon,iphone-11-256gb-verizon,497035-gpid,144,144
iphone-11,unlocked,iphone-11-64gb-unlocked,497024-gpid,146,146
iphone-11,unlocked,iphone-11-128gb-unlocked,497030-gpid,147,147
iphone-11,unlocked,iphone-11-256gb-unlocked,497036-gpid,147,147
iphone-11,other,iphone-11-64gb-other,497025-gpid,137,137
iphone-11,other,iphone-11-128gb-other,497031-gpid,145,141
iphone-11,other,iphone-11-256gb-other,497037-gpid,143,140
iphone-xs-max,at-t,iphone-xs-max-64gb-at-t,496768-gpid,94,86
iphone-xs-max,at-t,iphone-xs-max-256gb-at-t,496788-gpid,107,86
iphone-xs-max,at-t,iphone-xs-max-512gb-at-t,496802-gpid,108,86
iphone-xs-max,sprint,iphone-xs-max-64gb-sprint,496771-gpid,106,83
iphone-xs-max,sprint,iphone-xs-max-256gb-sprint,496791-gpid,104,85
iphone-xs-max,sprint,iphone-xs-max-512gb-sprint,496804-gpid,104,85
iphone-xs-max,t-mobile,iphone-xs-max-64gb-t-mobile,496774-gpid,92,83
iphone-xs-max,t-mobile,iphone-xs-max-256gb-t-mobile,496794-gpid,98,83
iphone-xs-max,t-mobile,iphone-xs-max-512gb-t-mobile,496806-gpid,98,83
iphone-xs-max,verizon,iphone-xs-max-64gb-verizon,496777-gpid,107,86
iphone-xs-max,verizon,iphone-xs-max-256gb-verizon,496797-gpid,127,88
iphone-xs-max,verizon,iphone-xs-max-512gb-verizon,496808-gpid,129,88
iphone-xs-max,unlocked,iphone-xs-max-64gb-unlocked,496780-gpid,108,94
iphone-xs-max,unlocked,iphone-xs-max-256gb-unlocked,496800-gpid,116,101
iphone-xs-max,unlocked,iphone-xs-max-512gb-unlocked,496810-gpid,119,101
iphone-xs-max,other,iphone-xs-max-64gb-other,496876-gpid,136,87
iphone-xs-max,other,iphone-xs-max-256gb-other,496874-gpid,120,88
iphone-xs-max,other,iphone-xs-max-512gb-other-,496926-gpid,137,86
iphone-xs,at-t,iphone-xs-64gb-at-t,496767-gpid,79,79
iphone-xs,at-t,iphone-xs-256gb-at-t,496787-gpid,80,80
iphone-xs,at-t,iphone-xs-512gb-at-t,496801-gpid,80,80
iphone-xs,sprint,iphone-xs-64gb-sprint,496770-gpid,79,79
iphone-xs,sprint,iphone-xs-256gb-sprint,496790-gpid,80,80
iphone-xs,sprint,iphone-xs-512gb-sprint,496803-gpid,80,80
iphone-xs,t-mobile,iphone-xs-64gb-t-mobile,496773-gpid,77,77
iphone-xs,t-mobile,iphone-xs-256gb-t-mobile,496793-gpid,80,80
iphone-xs,t-mobile,iphone-xs-512gb-t-mobile,496805-gpid,80,80
iphone-xs,verizon,iphone-xs-64gb-verizon,496776-gpid,83,81
iphone-xs,verizon,iphone-xs-256gb-verizon,496796-gpid,undefined,97
iphone-xs,verizon,iphone-xs-512gb-verizon,496807-gpid,91,85
iphone-xs,unlocked,iphone-xs-64gb-unlocked,496779-gpid,81,81
iphone-xs,unlocked,iphone-xs-256gb-unlocked,496799-gpid,96,85
iphone-xs,unlocked,iphone-xs-512gb-unlocked,496809-gpid,89,85
iphone-xs,other,iphone-xs-64gb-other,496875-gpid,94,80
iphone-xs,other,iphone-xs-256gb-other-,496928-gpid,108,84
iphone-xs,other,iphone-xs-512gb-other,496949-gpid,95,80
iphone-xr,at-t,iphone-xr-64gb-at-t,496766-gpid,61,61
iphone-xr,at-t,iphone-xr-128gb-at-t,496781-gpid,61,61
iphone-xr,at-t,iphone-xr-256gb-at-t,496786-gpid,61,61
iphone-xr,sprint,iphone-xr-64gb-sprint,496769-gpid,61,61
iphone-xr,sprint,iphone-xr-128gb-sprint,496782-gpid,61,61
iphone-xr,sprint,iphone-xr-256gb-sprint,496789-gpid,61,61
iphone-xr,t-mobile,iphone-xr-64gb-t-mobile,496772-gpid,59,59
iphone-xr,t-mobile,iphone-xr-128gb-t-mobile,496783-gpid,60,60
iphone-xr,t-mobile,iphone-xr-256gb-t-mobile,496792-gpid,60,60
iphone-xr,verizon,iphone-xr-64gb-verizon,496775-gpid,82,64
iphone-xr,verizon,iphone-xr-128gb-verizon,496784-gpid,90,65
iphone-xr,verizon,iphone-xr-256gb-verizon,496795-gpid,65,65
iphone-xr,unlocked,iphone-xr-64gb-unlocked,496778-gpid,77,77
iphone-xr,unlocked,iphone-xr-128gb-unlocked,496785-gpid,83,83
iphone-xr,unlocked,iphone-xr-256gb-unlocked,496798-gpid,83,83
iphone-xr,other,iphone-xr-64gb-other,496873-gpid,85,63
iphone-xr,other,iphone-xr-128gb-other-,496927-gpid,101,65
iphone-xr,other,iphone-xr-256gb-other-,496950-gpid,99,63
iphone-x,at-t,iphone-x-64gb-at-t,496559-gpid,89,89
iphone-x,at-t,iphone-x-256gb-at-t,496565-gpid,94,94
iphone-x,sprint,iphone-x-64gb-sprint,496560-gpid,89,89
iphone-x,sprint,iphone-x-256gb-sprint,496566-gpid,89,89
iphone-x,t-mobile,iphone-x-64gb-t-mobile,496561-gpid,84,84
iphone-x,t-mobile,iphone-x-256gb-t-mobile,496567-gpid,84,84
iphone-x,verizon,iphone-x-64gb-verizon,496562-gpid,87,87
iphone-x,verizon,iphone-x-256gb-verizon,496568-gpid,99,99
iphone-x,unlocked,iphone-x-64gb-unlocked,496563-gpid,95,95
iphone-x,unlocked,iphone-x-256gb-unlocked,496570-gpid,100,100
iphone-x,other,iphone-x-64gb-other,496564-gpid,90,90
iphone-x,other,iphone-x-256gb-other,496569-gpid,93,93
iphone-8-plus,at-t,iphone-8-plus-64gb-at-t,496543-gpid,63,63
iphone-8-plus,at-t,iphone-8-plus-128gb-at-t,497084-gpid,63,63
iphone-8-plus,at-t,iphone-8-plus-256gb-at-t,496549-gpid,65,65
iphone-8-plus,sprint,iphone-8-plus-64gb-sprint,496544-gpid,61,61
iphone-8-plus,sprint,iphone-8-plus-128gb-sprint,497085-gpid,61,61
iphone-8-plus,sprint,iphone-8-plus-256gb-sprint,496550-gpid,63,63
iphone-8-plus,t-mobile,iphone-8-plus-64gb-t-mobile,496545-gpid,61,61
iphone-8-plus,t-mobile,iphone-8-plus-128gb-t-mobile,497086-gpid,61,61
iphone-8-plus,t-mobile,iphone-8-plus-256gb-t-mobile,496551-gpid,62,62
iphone-8-plus,verizon,iphone-8-plus-64gb-verizon,496546-gpid,69,65
iphone-8-plus,verizon,iphone-8-plus-128gb-verizon,497087-gpid,65,65
iphone-8-plus,verizon,iphone-8-plus-256gb-verizon,496552-gpid,73,68
iphone-8-plus,unlocked,iphone-8-plus-64gb-unlocked,496547-gpid,70,70
iphone-8-plus,unlocked,iphone-8-plus-128gb-unlocked,497088-gpid,70,70
iphone-8-plus,unlocked,iphone-8-plus-256gb-unlocked,496557-gpid,84,84
iphone-8-plus,other,iphone-8-plus-64gb-other,496548-gpid,66,66
iphone-8-plus,other,iphone-8-plus-128gb-other,497089-gpid,71,63
iphone-8-plus,other,iphone-8-plus-256gb-other,496558-gpid,73,69
iphone-8,at-t,iphone-8-64gb-at-t,496531-gpid,46,46
iphone-8,at-t,iphone-8-128gb-at-t,497078-gpid,46,46
iphone-8,at-t,iphone-8-256gb-at-t,496537-gpid,51,51
iphone-8,sprint,iphone-8-64gb-sprint,496532-gpid,45,45
iphone-8,sprint,iphone-8-128gb-sprint,497079-gpid,45,45
iphone-8,sprint,iphone-8-256gb-sprint,496538-gpid,48,48
iphone-8,t-mobile,iphone-8-64gb-t-mobile,496533-gpid,22,22
iphone-8,t-mobile,iphone-8-128gb-t-mobile,497080-gpid,45,45
iphone-8,t-mobile,iphone-8-256gb-t-mobile,496539-gpid,48,48
iphone-8,verizon,iphone-8-64gb-verizon,496534-gpid,51,51
iphone-8,verizon,iphone-8-128gb-verizon,497081-gpid,51,51
iphone-8,verizon,iphone-8-256gb-verizon,496540-gpid,55,55
iphone-8,unlocked,iphone-8-64gb-unlocked,496535-gpid,57,57
iphone-8,unlocked,iphone-8-128gb-unlocked,497082-gpid,53,53
iphone-8,unlocked,iphone-8-256gb-unlocked,496541-gpid,61,61
iphone-8,other,iphone-8-64gb-other,496536-gpid,48,48
iphone-8,other,iphone-8-128gb-other,497083-gpid,48,48
iphone-8,other,iphone-8-256gb-other,496542-gpid,52,52
iphone-7-plus,at-t,iphone-7-plus-32gb-at-t,496196-gpid,36,20
iphone-7-plus,at-t,iphone-7-plus-128gb-at-t,496197-gpid,45,45
iphone-7-plus,at-t,iphone-7-plus-256gb-at-t,496198-gpid,45,45
iphone-7-plus,sprint,iphone-7-plus-32gb-sprint,496199-gpid,29,20
iphone-7-plus,sprint,iphone-7-plus-128gb-sprint,496200-gpid,34,21
iphone-7-plus,sprint,iphone-7-plus-256gb-sprint,496201-gpid,30,21
iphone-7-plus,t-mobile,iphone-7-plus-32gb-t-mobile,496276-gpid,25,18
iphone-7-plus,t-mobile,iphone-7-plus-128gb-t-mobile,496203-gpid,30,19
iphone-7-plus,t-mobile,iphone-7-plus-256gb-t-mobile,496204-gpid,25,19
iphone-7-plus,verizon,iphone-7-plus-32gb-verizon,496205-gpid,47,47
iphone-7-plus,verizon,iphone-7-plus-128gb-verizon,496206-gpid,49,47
iphone-7-plus,verizon,iphone-7-plus-256gb-verizon,496207-gpid,47,47
iphone-7-plus,metropcs,iphone-7-plus-128gb-metropcs,496274-gpid,44,44
iphone-7-plus,metropcs,iphone-7-plus-256gb-metropcs,496275-gpid,44,44
iphone-7-plus,unlocked,iphone-7-plus-32gb-unlocked,496208-gpid,50,50
iphone-7-plus,unlocked,iphone-7-plus-128gb-unlocked,496209-gpid,57,57
iphone-7-plus,unlocked,iphone-7-plus-256gb-unlocked,496210-gpid,57,undefined
iphone-7-plus,other,iphone-7-plus-128gb-other,496212-gpid,44,44
iphone-7-plus,other,iphone-7-plus-256gb-other,496213-gpid,44,44
iphone-7,at-t,iphone-7-32gb-at-t,496177-gpid,15,5
iphone-7,at-t,iphone-7-128gb-at-t,496178-gpid,16,7
iphone-7,at-t,iphone-7-256gb-at-t,496179-gpid,18,8
iphone-7,sprint,iphone-7-32gb-sprint,496180-gpid,12,4
iphone-7,sprint,iphone-7-128gb-sprint,496181-gpid,10,5
iphone-7,sprint,iphone-7-256gb-sprint,496182-gpid,9,5
iphone-7,t-mobile,iphone-7-32gb-t-mobile,496183-gpid,12,5
iphone-7,t-mobile,iphone-7-128gb-t-mobile,496184-gpid,6,5
iphone-7,t-mobile,iphone-7-256gb-t-mobile,496185-gpid,9,5
iphone-7,verizon,iphone-7-32gb-verizon,496186-gpid,19,undefined
iphone-7,verizon,iphone-7-128gb-verizon,496187-gpid,19,8
iphone-7,verizon,iphone-7-256gb-verizon,496188-gpid,23,9
iphone-7,unlocked,iphone-7-32gb-unlocked,496189-gpid,10,6
iphone-7,unlocked,iphone-7-128gb-unlocked,496190-gpid,19,11
iphone-7,unlocked,iphone-7-256gb-unlocked,496191-gpid,19,10
iphone-6s-plus,at-t,iphone-6s-plus-16gb-at-t,496033-gpid,10,
iphone-6s-plus,at-t,iphone-6s-plus-32gb-at-t,496285-gpid,19,2
iphone-6s-plus,at-t,iphone-6s-plus-64gb-at-t,496034-gpid,17,3
iphone-6s-plus,at-t,iphone-6s-plus:-128gb-at-t,496035-gpid,17,3
iphone-6s-plus,sprint,iphone-6s-plus-16gb-sprint,496036-gpid,10,
iphone-6s-plus,sprint,iphone-6s-plus-32gb-sprint,496286-gpid,15,
iphone-6s-plus,sprint,iphone-6s-plus-64gb-sprint,496037-gpid,16,1
iphone-6s-plus,sprint,iphone-6s-plus:-128gb-sprint,496038-gpid,13,1
iphone-6s-plus,t-mobile,iphone-6s-plus-16gb-t-mobile,496039-gpid,10,
iphone-6s-plus,t-mobile,iphone-6s-plus-32gb-t-mobile,496287-gpid,undefined,
iphone-6s-plus,t-mobile,iphone-6s-plus-64gb-t-mobile,496040-gpid,undefined,1
iphone-6s-plus,t-mobile,iphone-6s-plus:-128gb-t-mobile,496041-gpid,12,1
iphone-6s-plus,verizon,iphone-6s-plus-16gb-verizon,496045-gpid,11,8
iphone-6s-plus,verizon,iphone-6s-plus-32gb-verizon,496288-gpid,22,7
iphone-6s-plus,verizon,iphone-6s-plus-64gb-verizon,496046-gpid,19,9
iphone-6s-plus,verizon,iphone-6s-plus:-128gb-verizon,496047-gpid,19,9
iphone-6s-plus,unlocked,iphone-6s-plus-16gb-unlocked,496042-gpid,19,7
iphone-6s-plus,unlocked,iphone-6s-plus-32gb-unlocked,496289-gpid,22,7
iphone-6s-plus,unlocked,iphone-6s-plus-64gb-unlocked,496043-gpid,17,9
iphone-6s-plus,unlocked,iphone-6s-plus:-128gb-unlocked,496044-gpid,19,9
iphone-6s,at-t,iphone-6s-16gb-at-t,496018-gpid,,
iphone-6s,at-t,iphone-6s-32gb-at-t,496279-gpid,,
iphone-6s,at-t,iphone-6s-64gb-at-t,496019-gpid,7,
iphone-6s,at-t,iphone-6s:-128gb-at-t,496020-gpid,9,
iphone-6s,sprint,iphone-6s-16gb-sprint,496021-gpid,,
iphone-6s,sprint,iphone-6s-32gb-sprint,496280-gpid,,
iphone-6s,sprint,iphone-6s-64gb-sprint,496022-gpid,,
iphone-6s,sprint,iphone-6s:-128gb-sprint,496023-gpid,,
iphone-6s,t-mobile,iphone-6s-16gb-t-mobile,496024-gpid,,
iphone-6s,t-mobile,iphone-6s-32gb-t-mobile,496281-gpid,,
iphone-6s,t-mobile,iphone-6s-64gb-t-mobile,496025-gpid,9,
iphone-6s,t-mobile,iphone-6s:-128gb-t-mobile,496026-gpid,7,
iphone-6s,verizon,iphone-6s-16gb-verizon,496030-gpid,,
iphone-6s,verizon,iphone-6s-32gb-verizon,496282-gpid,,undefined
iphone-6s,verizon,iphone-6s-64gb-verizon,496031-gpid,14,1
iphone-6s,verizon,iphone-6s:-128gb-verizon,496032-gpid,11,2
iphone-6s,unlocked,iphone-6s-16gb-unlocked,496027-gpid,,
iphone-6s,unlocked,iphone-6s-32gb-unlocked,496283-gpid,,
iphone-6s,unlocked,iphone-6s-64gb-unlocked,496028-gpid,14,1
iphone-6s,unlocked,iphone-6s-128gb-unlocked,496029-gpid,10,2
iphone-6-plus,at-t,iphone-6-plus-32gb-at-t,496951-gpid,,
iphone-6-plus,at-t,iphone-6-plus-64gb-at-t,495691-gpid,,
iphone-6-plus,at-t,iphone-6-plus-128gb-at-t,495692-gpid,,
iphone-6-plus,t-mobile,iphone-6-plus-32gb-t-mobile,496953-gpid,,
iphone-6-plus,verizon,iphone-6-plus-16gb-verizon,495702-gpid,5,5
iphone-6-plus,verizon,iphone-6-plus-32gb-verizon,496955-gpid,5,5
iphone-6-plus,verizon,iphone-6-plus-64gb-verizon,495703-gpid,8,8
iphone-6-plus,verizon,iphone-6-plus:-128gb-verizon,495704-gpid,8,8
iphone-6-plus,unlocked,iphone-6-plus-32gb-unlocked,496954-gpid,5,5
iphone-6-plus,unlocked,iphone-6-plus-64gb-unlocked,495700-gpid,8,8
iphone-6-plus,unlocked,iphone-6-plus:-128gb-unlocked,495701-gpid,8,8
iphone-6-plus,other,iphone-6-plus-32gb-other,496956-gpid,undefined,
iphone-6,verizon,iphone-6-32gb-verizon,496709-gpid,1,1
iphone-6,verizon,iphone-6-64gb-verizon,495685-gpid,3,3
iphone-6,unlocked,iphone-6-32gb-unlocked,496708-gpid,1,1
iphone-6,unlocked,iphone-6-64gb-unlocked,495682-gpid,3,3
iphone-se-2nd-gen,at-t,iphone-se-2nd-gen-64gb-at-t,497342-gpid,20,20
iphone-se-2nd-gen,at-t,iphone-se-2nd-gen-128gb-at-t,497375-gpid,25,25
iphone-se-2nd-gen,at-t,iphone-se-2nd-gen-256gb-at-t,497348-gpid,30,undefined
iphone-se-2nd-gen,sprint,iphone-se-2nd-gen-64gb-sprint,497343-gpid,20,20
iphone-se-2nd-gen,sprint,iphone-se-2nd-gen-128gb-sprint,497376-gpid,25,25
iphone-se-2nd-gen,sprint,iphone-se-2nd-gen-256gb-sprint,497349-gpid,30,30
iphone-se-2nd-gen,t-mobile,iphone-se-2nd-gen-64gb-t-mobile,497344-gpid,20,20
iphone-se-2nd-gen,t-mobile,iphone-se-2nd-gen-128gb-t-mobile,497377-gpid,undefined,25
iphone-se-2nd-gen,t-mobile,iphone-se-2nd-gen-256gb-t-mobile,497350-gpid,30,30
iphone-se-2nd-gen,verizon,iphone-se-2nd-gen-64gb-verizon,497346-gpid,20,20
iphone-se-2nd-gen,verizon,iphone-se-2nd-gen-128gb-verizon,497379-gpid,25,25
iphone-se-2nd-gen,verizon,iphone-se-2nd-gen-256gb-verizon,497352-gpid,30,30
iphone-se-2nd-gen,unlocked,iphone-se-2nd-gen-64gb-unlocked,497345-gpid,20,20
iphone-se-2nd-gen,unlocked,iphone-se-2nd-gen-128gb-unlocked,497378-gpid,26,26
iphone-se-2nd-gen,unlocked,iphone-se-2nd-gen-256gb-unlocked,497351-gpid,31,31
iphone-se-2nd-gen,other,iphone-se-2nd-gen-64gb-other,497347-gpid,41,16
iphone-se-2nd-gen,other,iphone-se-2nd-gen-128gb-other,497380-gpid,48,41
iphone-se-2nd-gen,other,iphone-se-2nd-gen-256gb-other,497353-gpid,60,49
iphone-se,at-t,iphone-se-16gb-at-t,496141-gpid,,
iphone-se,at-t,iphone-se-32gb-at-t,496343-gpid,,
iphone-se,at-t,iphone-se-64gb-at-t,496142-gpid,,
iphone-se,at-t,iphone-se-128gb-at-t,496350-gpid,,
iphone-se,sprint,iphone-se-16gb-sprint,496143-gpid,,
iphone-se,sprint,iphone-se-32gb-sprint,496344-gpid,,
iphone-se,sprint,iphone-se-64gb-sprint,496144-gpid,,
iphone-se,sprint,iphone-se-128gb-sprint,496351-gpid,,
iphone-se,t-mobile,iphone-se-16gb-t-mobile,496145-gpid,,
iphone-se,t-mobile,iphone-se-32gb-t-mobile,496345-gpid,,
iphone-se,t-mobile,iphone-se-64gb-t-mobile,496146-gpid,,
iphone-se,t-mobile,iphone-se-128gb-t-mobile,496356-gpid,,
iphone-se,verizon,iphone-se-16gb-verizon,496147-gpid,,
iphone-se,verizon,iphone-se-32gb-verizon,496346-gpid,,
iphone-se,verizon,iphone-se-64gb-verizon,496148-gpid,,
iphone-se,verizon,iphone-se-128gb-verizon,496352-gpid,undefined,
iphone-se,unlocked,iphone-se-16gb-unlocked,496149-gpid,,
iphone-se,unlocked,iphone-se-32gb-unlocked,496347-gpid,,
iphone-se,unlocked,iphone-se-64gb-unlocked,496150-gpid,,
iphone-se,unlocked,iphone-se-128gb-unlocked,496353-gpid,,
